영상ID,영상제목,영상설명,게시일,태그,카테고리,썸네일,조회수,좋아요,영상길이(초),자막여부,구독자 수,채널 총 조회수,업로드된 영상 수,자막 유형,자막 파일
kkxdYLZxadY,학교 폭력을 공포게임으로 만든다면..?,"학교 폭력 공포게임 버전
공포게임 제목:Emberfly
다운로드 링크https://store.steampowered.com/app/3504170
--------------------------------------------------------------------------------------
- 구독하기 링크클릭!! : http://goo.gl/ABDwSt
- 광고문의 - dmltjdzoq123@naver.com
- 편집 : 해피나인
--------------------------------------------------------------------------------------
쫄보인생 26년 공포게임을 전혀못하지만 저 보다 
더 겁이많은분들을위한 공포게임 
대리만족 해주는 방송 김왼팔 채널입니다!!
#공포게임 #김왼팔 #스팀게임추천 

-엔딩 브금 정보-
""PeriTune - Spook"" is under a Creative Commons license (CC BY 3.0).
BreakingCopyright가 홍보 한 음악 : https://youtu.be/ZMOhiHXK_tQ
PeriTune
https://soundcloud.com/sei_peridot

BreakingCopyright
Twitter: https://twitter.com/BreakingCopy",2025-03-18T09:01:00Z,,20,https://i.ytimg.com/vi/kkxdYLZxadY/hqdefault.jpg,165737,2229,1469.0,false,1010000,861327341,3500,transcript_api,captions\kkxdYLZxadY.txt
GvoAXAUUxQI,"""쥰내 웃기네"" 혜안져스 단체협동게임ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ[점프가이즈]","경상져스
[업로드] 금,토,일,월 
[문의메일] zxcv34276@gmail.com
[인스타그램] @hxxax_
#혜안 #협동게임
Music by 뮤팟
살금살금, 몰래몰래 - https://youtu.be/NwjLCs3fVoc
Music by 달콤사운즈
‘Splash’ - https://youtu.be/qz_SCtCD-Vk?si=XGUykTDDHR82FRai
Music provided by 브금대통령
Track : GO Korea - https://youtu.be/PUwF9ZoWQvA
Track : 참나 어이가없어서 - https://youtu.be/sjMoahChxZo
Track : 1등은 내꺼야  - https://youtu.be/YVxfesKIzNw
Track : 병아리는 삐약삐약 - https://youtu.be/ZNajc-kQ8zE
Music provided by 공유마당, CC BY
오정석-Bouble Gum
Music composed by 브금공방
코믹 17 - https://youtu.be/QvE2SXtFd04
Music provided by DJ곡쓴이
둠칫둠칫 – https://youtu.be/KPpObbhW-uE
Music composed by 브금술사_BGMmagician
Track : 조심 좀 하지 그랬어 - https://youtu.be/JINIlUeQSoo",2024-06-15T09:59:00Z,"혜안, 혜안져스",20,https://i.ytimg.com/vi/GvoAXAUUxQI/hqdefault.jpg,1241173,17186,1209.0,false,2720000,2015966883,1707,transcript_api,captions\GvoAXAUUxQI.txt
oHcF4iAmEdY,그는 거짓말의 신입니다.. 라이어 게임,"라이어 게임 Liar Game
우주하마 UZUHAMA",2025-04-09T02:30:29Z,"병맛게임, 공포게임, ㅋㅋㅋㅋ, uzuhama",20,https://i.ytimg.com/vi/oHcF4iAmEdY/hqdefault.jpg,572031,7175,2620.0,false,2100000,1883803096,2938,transcript_api,captions\oHcF4iAmEdY.txt
LhmFopvUr44,도파민 폭발하는 미친게임 (클로버 핏),"#플레임
▼게임의 다운로드 링크와 각종 정보는 ▼더보기를 눌러주세요!▼

풀-레임TV도 볼게 많아요 : https://www.youtube.com/@fullameTV

플레임 굿즈 : 
https://www.shopfanpick.com/search?keyword=%ED%94%8C%EB%A0%88%EC%9E%84

치지직 생방 : https://chzzk.naver.com/0552325465ff40056559e412847f9908
생방 시간 : 이제 랜덤입니다 (__)

게임 이름: CloverPit
다운로드/구매 하는 곳: https://store.steampowered.com/app/3314790/CloverPit/
가격: 데모 무료

팬카페 : http://cafe.naver.com/flamefan

편집자 : 키미밍, 준, 소봄, 새벽

썸네일 작가 : 찜찜, 노호, 푼다, 치나
작가님 트윗 : @_JJIM_JJIM(찜찜), @Noho_Thum(노호), @gop_gall(푼다), @chee__na(치나)",2025-04-29T04:04:45Z,"불꽃, 플레임, 플레임티비",20,https://i.ytimg.com/vi/LhmFopvUr44/hqdefault.jpg,149157,2635,2818.0,false,494000,510283252,3050,transcript_api,captions\LhmFopvUr44.txt
oY5xtlJtitg,올해 가장 잘 만든 개웃긴 공포게임 ㅋㅋㅋㅋ,"멤버 : 공룡, 잠뜰, 라더, 덕개
https://www.youtube.com/@UCg7rkxrTnIhiHEpXY1ec9NA 
https://www.youtube.com/@UCDujSmC7qoEp89PE4ANN0vA 
https://www.youtube.com/@duck_gae


#공룡
#리썰컴퍼니


게임 링크
[ https://store.steampowered.com/app/1966720/Lethal_Company/ ]

---------------------------------------------------------------------------------------------

Instagram : [ https://www.instagram.com/ehdgh141/ ]
문의 : [ rulrudino@gmail.com ]
비즈니스 문의 : [ withrulrudino@gmail.com ]

---------------------------------------------------------------------------------------------
Audionautix의 Dark City에는 크리에이티브 커먼즈 저작자 표시 4.0 라이선스가 적용됩니다. https://creativecommons.org/licenses/by/4.0/
아티스트: http://audionautix.com/

Kevin MacLeod의 Iron Horse - Silent Film Dark에는 크리에이티브 커먼즈 저작자 표시 4.0 라이선스가 적용됩니다. https://creativecommons.org/licenses/by/4.0/
출처: http://incompetech.com/music/royalty-free/index.html?isrc=USUAN1100735
아티스트: http://incompetech.com/

Audionautix의 Ocean Floor에는 크리에이티브 커먼즈 저작자 표시 4.0 라이선스가 적용됩니다. https://creativecommons.org/licenses/by/4.0/
아티스트: http://audionautix.com/

이 콘텐츠는 인공지능 가상 연기자 서비스, 타입캐스트를 활용하여 제작되었습니다.
출연진: 정민
https://typecast.ai/kr

Music ⓒ
 - Audionautix
 - Kevin MacLeod
 - Twin Musicom",2024-01-14T09:00:27Z,"공룡, 각별, 공룡티비, 공룡각별, 공룡유튜브, 리썰컴퍼니, 공포게임, 공룡 공포, 공룡 리썰컴퍼니, 공룡 잠뜰, 공룡 공포게임, 공룡 우주탐험",20,https://i.ytimg.com/vi/oY5xtlJtitg/hqdefault.jpg,2206262,27795,1623.0,false,642000,421742990,421,transcript_api,captions\oY5xtlJtitg.txt
w8VcBPDNKjw,"현재 일본에서 난리인 ""그냥 사진 찍으면 되는 공포게임""  [칠라스아트 저주받은 카메라]","칠라스아트 신작 
[업로드] 금,토,일,월 
[문의메일] zxcv34276@gmail.com
[인스타그램] @hxxax_
#혜안 #칠라스아트 #공포게임
[브금대통령]
Track : 공포라디오(Spooky Radio) - https://youtu.be/Ck1150pvBg0
[브그미언]
Track : 여름낙엽 https://youtu.be/yzVQs6nFnYw",2025-01-24T10:26:00Z,혜안,20,https://i.ytimg.com/vi/w8VcBPDNKjw/hqdefault.jpg,448077,8712,2079.0,false,2720000,2015966883,1707,transcript_api,captions\w8VcBPDNKjw.txt
vhbeYodV6Ng,생방송중 실수로 얼굴공개가 됐다..[파라소셜 공포게임],"얼공 안 해
[업로드] 금,토,일,월 
[문의메일] zxcv34276@gmail.com
[인스타그램] @hxxax_
#혜안 #공포게임 #칠라스아트",2023-09-01T09:05:41Z,혜안,20,https://i.ytimg.com/vi/vhbeYodV6Ng/hqdefault.jpg,1973290,21464,3549.0,false,2720000,2015966883,1707,transcript_api,captions\vhbeYodV6Ng.txt
uzK9cgkKizw,[게임IN] 히스토리 오브 스퀘어 - 5편 : 마루토리에서 성검전설이 되기까지,"1983년에 덴유샤 휘하 소프트웨어 사업부로 창립된 이후 1986년에 독립해서 독자적인 길을 걸었던 게임 제작사, 스퀘어의 역사에 대한 기획물입니다.
영상의 내용은 사실을 기반으로 어느정도 MSG가 가미된 드라마 형식으로 제작되어있으니 참고해주세요.


참고자료
あの頃のあんなお話　その2, 3, 4, 5
聖剣伝説2開発スタッフ
聖剣伝説2: Reduxのすべて
Secret of Mana – 1993 Developer Interview
Secret of Mana: a 30th Anniversary Retrospective
二大企業大激突Ⅱ!!　スクウェアvs任天堂
真・初心会興亡記
スーパーファミコン&ゲームボーイ発売中止ゲーム図鑑 


OST 목록
0:00 성검전설 2 - Into the Thick of it
2:20 성검전설 2 - Distant Thunder
4:48 성검전설 2 - The Color of the Summer Sky
6:54 성검전설 2 - Steel and Snare
9:47 성검전설 2 - Meridian Dance
12:01 성검전설 2 - Flight into the Unknown
13:50 성검전설 2 - Prophecy
16:47 성검전설 3 - Axe Bring Storm",2025-05-06T14:01:26Z,"게임IN, GameIn, 스퀘어, 스퀘어의 역사, Square, History of Square",20,https://i.ytimg.com/vi/uzK9cgkKizw/hqdefault.jpg,7841,387,1234.0,false,24900,6347225,704,transcript_api,captions\uzK9cgkKizw.txt
qBHyq_gdAis,스토리가 도대체 어떻길래? – 퍼스트 버서커: 카잔 스토리,"더 퍼스트 버서커: 카잔 스팀링크입니다
https://store.steampowered.com/agecheck/app/2680010/?l=koreana

00:00 우는 눈의 힐더
01:39 광룡 히스마
03:52 블레이드 팬텀
07:29 스톰패스 - 블레이드 팬텀
11:11 엠바스 유적 - 바이퍼
14:51 프라우 마을 - 볼바이노
17:42 스코파 동굴 - 아라트라
19:10 팔레미온 성채 - 랑거스
21:22 나딘 폐광 - 말루카
25:37 엘 라바카 - 엘라메인
29:34 리논 광산 - 샥투카
32:06 호수도시 알데비르 - 트로카
35:47 레팔란 산맥 - 벨레리안
38:16 바이사르 관문 - 스칼펠
42:35 황립극장 로벨리온 - 황녀 일리나
44:23 수도 비탈론 - 히스마
47:09 대신전 - 리즈
50:07 황궁 - 혼돈의 주인

뻔튜브 멤버십 되기!
https://www.youtube.com/channel/UCkumgc-lJVeuIAb43mIAAKQ/join

#게임스토리요약
#소울라이크
#던전앤파이터",2025-05-02T03:07:48Z,"게임, 스토리, 요약, 정리, 리뷰, 해석, 이야기, 설명, 해설, 분석, 떡밥, 카잔, 소울, 라이크, 다크, 퍼스트, 버서커, 진엔딩, 엔딩, 던전, 앤, 파이터, 던파, 세계관, 힐더, 우는, 눈의, 사도, 광룡, 바칼, 아라드, 마계, 혼돈, 역사, 로스, 제국, 오즈마, the, first, berserker, khazan, 액션, RPG, AAA, 네오플, 넥슨, 국산, 애니, 히스마, 대륙, 펠",20,https://i.ytimg.com/vi/qBHyq_gdAis/hqdefault.jpg,42960,526,3791.0,false,201000,58371509,226,,
xBoG3jnT5SY,손톱을 예쁘게 꾸며드립니다! 모바일게임 Nail Salon 3D,"안녕하세요 랄라에요
오늘 해볼게임은 Nail Salon 3D

원하는 디자인으로 손톱을 예쁘게 꾸며주는
모바일게임을 해봤어요!

구독 좋아요 알림 부탁드립니다

#모바일게임 #랄라tv",2023-09-22T23:54:31Z,"모바일게임, 랄라tv",20,https://i.ytimg.com/vi/xBoG3jnT5SY/hqdefault.jpg,736408,335,1464.0,false,591000,775401936,1538,transcript_api,captions\xBoG3jnT5SY.txt
GsU6OWUGmFE,Mario Kart 8 Deluxe - Pikachu Drivers B Dasher MK. 2 in Golden Dash Cup | The Best Racing Game,"Mario Kart 8 Deluxe - Pikachu Drivers B Dasher MK. 2 in Golden Dash Cup | The Best Racing Game

► Mod Here: https://gamebanana.com/mods/249098
                         https://gamebanana.com/mods/249254

► If you have any request, please comment for me now.

► SUBSCRIBE: https://bit.ly/4aoaKjT

► Super Mario Party Minigames: hhttps://www.youtube.com/watch?v=g6nEqrwkFDk&list=PL8rYMlP_pgwPL7BVOX-hrnVuwhJYCzXFE&pp=iAQB

► Mario Party The Top 100 Minigames: https://www.youtube.com/watch?v=SVTPYpRHW50&list=PL8rYMlP_pgwOSETpYzf2S0Y0Nb66uPxfF&pp=iAQB

► Wii Party Minigames: https://www.youtube.com/watch?v=UKvtslxnowE&list=PL8rYMlP_pgwNQuWLDBBr8aH6ILOPWha3a&pp=iAQB

► Wii Party U Minigames: https://www.youtube.com/watch?v=V8m9BOf24hU&list=PL8rYMlP_pgwNAmhXy0tUB97DnSjnwz0eD&pp=iAQB

► Mario Party Series: https://www.youtube.com/watch?v=0Hvvbzod858&list=PL8rYMlP_pgwNabj5_p15rJhrPUKjgLf1c&pp=iAQB
#mario #mariokart8deluxe",2024-04-26T12:00:14Z,"Mario Kart 8 Deluxe, mario kart 8 deluxe booster course pass, mario kart 8 deluxe longplay, mario kart 8 nintendo switch, mario kart characters test, mario kart 8 deluxe multiplayer, mario kart 8 deluxe dlc wave 6, mario kart funny moments, mario kart 8 deluxe all cups, mario kart 8 deluxe full game, mario kart 8 deluxe wave 6, mario kart 8 deluxe all courses, mario kart, super mario kart 8, mario kart 8 deluxe dlc, mario kart 8 dlc, mario kart 8 deluxe all maps",20,https://i.ytimg.com/vi/GsU6OWUGmFE/hqdefault.jpg,2634819,1894,1591.0,false,1720000,1491289785,4986,,
1az_TSb6kU0,전부 다 의사인데 사람이 죽는 미친 마피아게임 ㅋㅋㅋ,"마피아인데 모두의 직업이 같습니다? ㅋㅋㅋ 전부 의사인데 사람이 죽어요..

▶구독하기❤& 좋아요👍버튼을 눌러주세요! 큰 힘이 됩니다 :D
----------------------------------------­----------
▷잠뜰 TV 간편 무료 구독하기 ! : http://goo.gl/FnZZQO
🐳비하인드를 보고싶다면 여기에요 여기 ! :https://www.youtube.com/channel/UCg7rkxrTnIhiHEpXY1ec9NA/join
----------------------------------------­----------

#잠뜰 #마인크래프트",2024-11-22T07:15:39Z,"마인크래프트, Minecraft, 잠뜰, Sleepground, 수현, 칠각별, 각별, 라더, 마인크래프트 잠뜰, 마크 미니게임, 잠뜰 미니게임, 공룡, 마인크래프트 공룡, 잠뜰 공룡, 덕개, 잠뜰 스토리, 마인크래프트 유튜버, 마인크래프트 공포, 마인크래프트 마피아, 잠뜰 스파이, 잠뜰 술래잡기, 잠뜰 마피아, 잠뜰 각별",20,https://i.ytimg.com/vi/1az_TSb6kU0/hqdefault.jpg,622244,15754,2113.0,false,2320000,4030115256,4240,,
1RmWbhrgFmc,이 공포게임을 보면 밤에 야간근무 절대 못합니다 -야간경비-,"우주하마 UZUHAMA 야간경비 Night Security
우주하마 트위치 https://twitch.tv/uzuhama
우주하마 팬카페 https://cafe.naver.com/uzuhama
#우주하마 #공포게임",2023-06-27T02:30:00Z,"병맛게임, 공포게임, ㅋㅋㅋㅋ, uzuhama, Chilla's Art",20,https://i.ytimg.com/vi/1RmWbhrgFmc/hqdefault.jpg,1936286,16562,3033.0,false,2100000,1883803096,2938,transcript_api,captions\1RmWbhrgFmc.txt
fzNkz5m8WFM,오징어 게임을 하는 친구들 스프런키,"🎭 Incredibox Sprunki 👉  https://www.youtube.com/watch?v=VWpEG7uiJto&list=PLvdBJOKljEKMQ4u6Q5yJnO6HZArToHto9&pp=gAQBiAQB

스프런키 친구들이 이제 오징어 게임 2에 들어왔습니다 🎮💥! 생존하기 위해 그들에게 다가오는 모든 도전을 극복해야 합니다. 오렌과 블랙이 이끄는 두 팀은 이 치열한 경쟁 속에서 모두를 시험할 것입니다 🏃‍♂️🔥. 블랙은 승리를 확실히 하기 위해 속임수를 쓸 수도 있습니다! 오징어 게임 2에서 누가 승리할까요? 결과를 기대해 주세요! 🏆🔪

👍좋아요와 👆구독은 채널에 큰 힘😍이 됩니다. 🌈 댓글도 🤔 부탁드려요~!!
👆구독 후 🛎알림설정 하시면 더 빠르게 재미있는 영상을 만나보실 수 있습니다.💝

► 채널 구독하기! 👉  https://www.youtube.com/@HornstrompKorean

Sprunki는 NyankoBfLol이 제작한 Scratch 웹사이트에서 시작된 Incredibox 모드입니다. GORE/피가 포함되어 있다는 이유로 삭제되었지만, 이후 Incredimake에 공식적으로 포팅되었습니다. 그러나 제작자의 설명에 따라 해당 사이트에서도 다시 삭제되었으며, 취소된 업데이트는 cocrea에서 플레이할 수 있습니다.

#스프런키#오렌#핑키#웬다#그레이#재밌는애니메이션",2025-01-25T00:30:29Z,#스프런키#오렌#핑키#웬다#그레이#재밌는애니메이션,20,https://i.ytimg.com/vi/fzNkz5m8WFM/hqdefault.jpg,260492,1478,1789.0,false,32100,15885962,135,transcript_api,captions\fzNkz5m8WFM.txt
7cvJL7R9o7o,와...혜안져스 바다생존게임 초고수가 됐습니다ㄷㄷ (※29분 순삭),"노답 해적단 2
[업로드] 금,토,일,월 
[문의메일] zxcv34276@gmail.com
[인스타그램] @hxxax_
#혜안 #생존게임
Music provided by 브금대통령
Track : Playground - https://youtu.be/ofYhGhUt0cs
Track : 뉘예뉘예 - https://youtu.be/r0zC62qBm_w
Track : 씰룩씰룩 - https://youtu.be/3Brg4JBk6JI?si=mY0GwSnE0alCsmpy
Track : Icarus's Dream - https://youtu.be/-AMxjlE1w4o
flow music - 뽀로로 오프닝 https://youtu.be/oZrkn7KQkrI
Music: 이제 뭐하고 놀지? - from Chaewon : https://youtu.be/wx8NZ7CtHTs
Music by 달콤사운즈
‘Splash’ - https://youtu.be/qz_SCtCD-Vk?si=XGUykTDDHR82FRai
‘Banana Cat’ - https://youtu.be/bhZ0Ecy5Bw8?si=8CeRybcZrl9g0WXY
Song : 샛별 - 어몽어스 https://youtu.be/_xXgXHsWybk
Song : 샛별 - 방울토마토 / https://youtu.be/7pDjEmc70PM
Music composed by 브금술사_BGMmagician
Track : 조심 좀 하지 그랬어 - https://youtu.be/JINIlUeQSoo",2024-12-02T10:37:00Z,혜안,20,https://i.ytimg.com/vi/7cvJL7R9o7o/hqdefault.jpg,839126,14346,1740.0,false,2720000,2015966883,1707,transcript_api,captions\7cvJL7R9o7o.txt
Kr3VAlXR07k,어... 하면 안되는 스피드 퀴즈 - 금지 어... 게임 고멤 합방,"어... 하면 안되는 스피드 퀴즈 - 금지 어... 게임 고멤 합방 
*우왁굳 공식 클립퍼 채널입니다.

클립퍼 - 

[클립퍼 코멘트]

반찬으로도 부족해? : https://cafe.naver.com/steamindiegame

우왁굳의 게임방송     : https://bit.ly/3UJk0GT
우왁굳의 풀업로두      : https://bit.ly/3A30Ow6
이세계아이돌과 고멤 : https://bit.ly/3Urz5wW",2025-05-03T05:16:55Z,"우왁굳, 왁굳, 왁두, 왁물원, 팬치, 침팬치, 돚거, 계륵, 왁타버스, 이세돌, 이세계아이돌, 고멤, 고정멤버, WAKTAVERSE",20,https://i.ytimg.com/vi/Kr3VAlXR07k/hqdefault.jpg,80975,1730,4008.0,false,261000,267752208,2428,,
Ffcc1Pl3a4c,돌아가신 이모의 집에는 비밀이 숨겨져있다 (공포게임/I'm Still Here),"#공포게임
▼게임 다운로드 주소는 아래에 있습니다▼
※게임제목 : I'm Still Here
※다운로드링크 : https://store.steampowered.com/app/3188830/Im_Still_Here/
※한글패치 링크 : 
----------
※아프리카TV 방송국: https://goo.gl/36YQW7
※구독하기 : https://goo.gl/hmGy4i
----------
아웃트로 노래
제목 : 똑똑
제작자 : 스미드
https://www.youtube.com/watch?v=cQ-_G2uUw48",2025-04-28T12:45:03Z,"수탉, 수탉tv, 공포, 공포게임, 실황, 신작, 게임",20,https://i.ytimg.com/vi/Ffcc1Pl3a4c/hqdefault.jpg,123210,2030,1952.0,false,961000,654855265,1844,transcript_api,captions\Ffcc1Pl3a4c.txt
GSa7Qwzyuqo,Scary Teacher 3D vs Squid Game 2 ( 오징어 게임 2) Red Light Green Light Challenge - Who is Faster?,"#squidgamechallenge #scaryteacherfamily #nickandtani 
Scary Teacher 3D vs Squid Game 2 ( 오징어 게임 2) Red Light Green Light Challenge - Who is Faster?
Thanks For Watching and Subscribe : @ScaryTeacherCutePDS 
Tag :
scary teacher 3d
scary teacher 3d luffy
scary teacher
scary teacher family
scary teacher animation
scary teacher new
scary teacher miss t
scary teacher troll
nick
tani
ice scream 3
hello neigbor
games
animation
scary teacher games
scary teacher full
scary teacher comedy
scary teacher nick
scary teacher cartoon
nick and tani
miss t
troll
prank
comedy
scary teacher nick and tani
cartoon
3d
learn
best troll
funny troll",2025-01-09T08:30:05Z,"scary teacher 3d, squid game, scary teacher, scary teacher 3d vs squid game dress, scary teacher challenge, nick and tani, animation, video games, tani, nick, hello neighbor, rainbow, funny animations, funny, scary games, family, comedy video, funny animation, ice scream, granny, scary teacher cute, scary teacher 3d chapter 3, scary teacher family, miss t, squid game 2, 오징어 게임 2, squid game season 2",20,https://i.ytimg.com/vi/GSa7Qwzyuqo/hqdefault.jpg,1269316,3125,2567.0,false,218000,50014393,128,transcript_api,captions\GSa7Qwzyuqo.txt
WM3Ulg8f0pE,많은 사람들이 실종됐다는 저주받은 저택 (공포게임/Mansion of the Dead),"#공포게임 #저택 #저주 
▼게임 다운로드 주소는 아래에 있습니다▼
※게임제목 : Mansion of the Dead
※다운로드링크 : https://store.steampowered.com/app/3304750/_/
※한글패치 링크 : 
----------
※아프리카TV 방송국: https://goo.gl/36YQW7
※구독하기 : https://goo.gl/hmGy4i
----------
아웃트로 노래
제목 : 똑똑
제작자 : 스미드
https://www.youtube.com/watch?v=cQ-_G2uUw48",2025-03-15T12:51:03Z,"수탉, 수탉tv, 공포, 공포게임, 실황, 신작, 게임",20,https://i.ytimg.com/vi/WM3Ulg8f0pE/hqdefault.jpg,239207,3261,2013.0,false,961000,654855265,1844,transcript_api,captions\WM3Ulg8f0pE.txt
